user_id,event_type,event_time,group,device
7478,click,2023-01-06 02:28:09,A,Android
9640,click,2023-01-06 13:13:04,A,Android
1903,click,2023-01-06 05:54:58,A,iOS
5572,view,2023-01-06 16:17:23,A,Android
5306,registration,2023-01-06 12:58:13,B,iOS
2946,click,2023-01-06 15:55:46,B,iOS
1293,click,2023-01-06 01:23:19,A,iOS
9820,click,2023-01-06 06:57:47,A,iOS
8022,view,2023-01-06 18:03:21,B,Android
2214,view,2023-01-06 15:57:20,B,Android
461,view,2023-01-06 09:04:17,B,Android
7789,registration,2023-01-06 16:58:21,B,iOS
4814,view,2023-01-06 03:48:55,B,iOS
694,registration,2023-01-06 11:16:49,A,Android
1587,click,2023-01-06 21:28:07,A,iOS
2871,registration,2023-01-06 12:07:04,B,Android
6612,purchase,2023-01-06 19:22:34,B,Android
7878,registration,2023-01-06 16:05:00,B,Android
3044,click,2023-01-06 10:46:10,A,iOS
6370,click,2023-01-06 04:55:02,B,iOS
5341,click,2023-01-06 11:14:02,A,Android
2791,registration,2023-01-06 01:04:27,A,iOS
2495,registration,2023-01-06 14:18:33,A,Android
7759,click,2023-01-06 04:07:41,B,iOS
6132,view,2023-01-06 15:37:13,B,Android
5040,registration,2023-01-06 23:41:25,A,iOS
5129,view,2023-01-06 07:36:49,B,iOS
6505,purchase,2023-01-06 23:07:26,B,iOS
864,click,2023-01-06 20:10:47,A,Android
9256,view,2023-01-06 09:22:11,A,Android
5470,view,2023-01-06 11:05:15,A,iOS
2073,purchase,2023-01-06 15:21:10,A,iOS
6807,registration,2023-01-06 14:10:09,A,Android
8541,purchase,2023-01-06 20:38:00,B,iOS
8499,registration,2023-01-06 00:50:20,A,iOS
4538,click,2023-01-06 08:17:53,B,Android
1707,click,2023-01-06 04:58:21,B,Android
355,click,2023-01-06 13:17:44,A,iOS
7167,purchase,2023-01-06 08:01:40,B,Android
2328,registration,2023-01-06 00:39:40,A,iOS
5792,registration,2023-01-06 17:16:44,A,iOS
4729,click,2023-01-06 18:37:03,A,Android
6963,registration,2023-01-06 06:19:05,A,iOS
3633,registration,2023-01-06 19:53:41,B,iOS
778,click,2023-01-06 00:37:39,A,iOS
4533,purchase,2023-01-06 06:19:18,B,Android
8919,view,2023-01-06 12:08:53,A,Android
7494,registration,2023-01-06 22:44:28,B,iOS
3401,click,2023-01-06 12:27:58,A,Android
3795,view,2023-01-06 23:25:57,A,Android
6790,view,2023-01-06 21:18:58,A,iOS
7978,view,2023-01-06 09:36:01,A,iOS
6567,purchase,2023-01-06 03:24:12,A,Android
6901,purchase,2023-01-06 19:57:41,A,Android
9863,view,2023-01-06 07:17:52,A,Android
8036,view,2023-01-06 14:17:55,A,iOS
6540,click,2023-01-06 02:41:01,A,iOS
178,click,2023-01-06 13:20:41,A,Android
8150,click,2023-01-06 16:23:59,A,iOS
3100,registration,2023-01-06 04:51:34,A,iOS
1252,purchase,2023-01-06 20:40:38,A,iOS
9729,purchase,2023-01-06 11:31:10,B,iOS
5176,view,2023-01-06 17:36:43,A,Android
2991,registration,2023-01-06 06:12:26,B,iOS
681,purchase,2023-01-06 05:08:09,B,iOS
4819,click,2023-01-06 23:35:10,B,Android
3439,registration,2023-01-06 03:05:30,B,Android
5148,click,2023-01-06 10:15:10,A,Android
2190,purchase,2023-01-06 17:35:41,B,iOS
3134,view,2023-01-06 19:21:50,A,Android
1969,view,2023-01-06 19:31:13,B,iOS
2681,view,2023-01-06 22:17:36,B,Android
3660,view,2023-01-06 14:39:45,A,iOS
4130,click,2023-01-06 17:22:08,B,Android
7052,registration,2023-01-06 20:24:44,B,Android
4191,registration,2023-01-06 19:20:07,B,Android
9242,click,2023-01-06 21:07:52,A,iOS
1432,click,2023-01-06 11:36:06,B,Android
1328,registration,2023-01-06 17:38:04,B,Android
7918,view,2023-01-06 07:41:34,B,Android
6640,click,2023-01-06 00:13:59,B,iOS
8960,click,2023-01-06 11:45:28,A,Android
2087,purchase,2023-01-06 11:22:39,B,iOS
7821,view,2023-01-06 05:42:12,A,iOS
3527,view,2023-01-06 14:18:10,B,iOS
9674,click,2023-01-06 03:23:33,A,iOS
9252,click,2023-01-06 13:36:30,A,Android
2094,click,2023-01-06 04:05:24,B,iOS
8332,view,2023-01-06 16:39:26,B,Android
2941,view,2023-01-06 18:43:05,B,iOS
8729,click,2023-01-06 19:40:03,B,Android
6591,purchase,2023-01-06 17:04:28,B,Android
3353,click,2023-01-06 11:51:53,A,Android
7856,click,2023-01-06 18:59:53,A,iOS
7436,view,2023-01-06 06:21:25,A,Android
8837,click,2023-01-06 07:07:04,A,iOS
8820,click,2023-01-06 17:20:53,B,iOS
6516,view,2023-01-06 09:41:00,B,iOS
6218,purchase,2023-01-06 03:10:52,A,Android
4548,click,2023-01-06 22:21:13,B,Android
3130,view,2023-01-06 19:46:45,A,iOS
3502,click,2023-01-06 01:36:55,A,iOS
8085,registration,2023-01-06 11:43:06,A,iOS
534,view,2023-01-06 03:01:45,A,Android
9398,purchase,2023-01-06 18:25:16,B,Android
2516,view,2023-01-06 07:26:23,B,iOS
3580,purchase,2023-01-06 08:46:50,B,Android
2922,purchase,2023-01-06 11:27:53,B,Android
3127,click,2023-01-06 03:22:03,A,Android
8473,click,2023-01-06 01:09:12,B,Android
1092,click,2023-01-06 12:48:46,B,Android
8574,view,2023-01-06 14:08:56,A,Android
765,view,2023-01-06 16:40:19,A,Android
585,click,2023-01-06 00:47:48,A,iOS
9660,view,2023-01-06 02:17:43,A,iOS
8273,click,2023-01-06 16:59:03,B,Android
9380,click,2023-01-06 14:07:09,A,iOS
3521,click,2023-01-06 11:01:11,B,iOS
94,view,2023-01-06 00:24:42,B,iOS
6307,click,2023-01-06 10:06:31,B,Android
4005,click,2023-01-06 10:09:59,A,Android
1773,click,2023-01-06 12:00:26,B,Android
4596,click,2023-01-06 18:06:40,B,Android
5001,registration,2023-01-06 02:12:21,A,iOS
5478,view,2023-01-06 11:41:28,A,Android
462,purchase,2023-01-06 16:53:42,B,iOS
9964,click,2023-01-06 05:25:15,B,Android
4921,click,2023-01-06 10:49:54,A,Android
3558,click,2023-01-06 05:13:47,B,iOS
2893,view,2023-01-06 13:11:17,B,iOS
8478,click,2023-01-06 03:17:41,A,iOS
5728,view,2023-01-06 22:17:43,A,iOS
8346,view,2023-01-06 02:57:51,A,Android
5265,click,2023-01-06 00:45:29,B,Android
6547,purchase,2023-01-06 13:16:57,B,iOS
9379,registration,2023-01-06 10:06:24,A,iOS
3209,purchase,2023-01-06 13:12:07,B,Android
4084,purchase,2023-01-06 03:18:50,B,iOS
6987,click,2023-01-06 23:52:25,A,iOS
7197,click,2023-01-06 21:11:42,B,Android
2423,click,2023-01-06 08:47:43,A,Android
1785,click,2023-01-06 16:02:29,A,iOS
9187,purchase,2023-01-06 19:37:31,A,iOS
2660,purchase,2023-01-06 21:20:42,B,iOS
6013,view,2023-01-06 12:22:04,A,iOS
2127,click,2023-01-06 13:38:41,B,iOS
6085,registration,2023-01-06 02:57:42,A,iOS
9761,view,2023-01-06 23:09:13,B,Android
7830,click,2023-01-06 02:22:28,B,iOS
8696,registration,2023-01-06 14:03:22,A,Android
7808,registration,2023-01-06 20:42:15,A,iOS
6561,registration,2023-01-06 11:46:32,B,iOS
4170,click,2023-01-06 21:35:15,A,iOS
4811,click,2023-01-06 22:37:19,A,iOS
2221,view,2023-01-06 11:37:35,A,Android
7772,click,2023-01-06 15:13:19,A,Android
1031,click,2023-01-06 07:32:25,A,Android
926,click,2023-01-06 14:46:23,B,iOS
1719,view,2023-01-06 18:27:13,A,iOS
3906,click,2023-01-06 23:39:56,B,iOS
6603,view,2023-01-06 08:32:10,A,iOS
56,registration,2023-01-06 07:35:15,A,Android
5538,view,2023-01-06 16:46:32,B,iOS
2855,registration,2023-01-06 00:07:48,A,iOS
485,click,2023-01-06 19:19:53,B,Android
932,view,2023-01-06 04:41:13,A,iOS
9452,view,2023-01-06 15:13:08,A,Android
3598,click,2023-01-06 07:02:20,B,iOS
1602,click,2023-01-06 13:02:43,A,Android
687,click,2023-01-06 20:37:14,A,Android
8308,registration,2023-01-06 04:33:54,B,Android
4759,registration,2023-01-06 19:41:38,A,Android
4282,registration,2023-01-06 17:45:26,B,Android
9602,purchase,2023-01-06 14:04:40,A,iOS
2277,registration,2023-01-06 21:18:20,A,Android
9631,view,2023-01-06 22:23:48,A,iOS
1812,registration,2023-01-06 20:36:46,B,Android
9184,click,2023-01-06 09:11:43,A,iOS
8007,view,2023-01-06 23:37:09,A,Android
2439,click,2023-01-06 16:14:40,A,Android
7889,purchase,2023-01-06 13:43:13,A,Android
7318,click,2023-01-06 21:39:11,B,Android
3442,click,2023-01-06 00:52:11,B,iOS
351,click,2023-01-06 06:44:58,B,Android
6100,view,2023-01-06 20:28:22,B,Android
3244,click,2023-01-06 03:33:34,A,iOS
4007,view,2023-01-06 05:00:10,B,iOS
8612,click,2023-01-06 19:13:01,A,Android
6542,click,2023-01-06 09:58:30,B,Android
7664,registration,2023-01-06 19:55:27,A,Android
4998,click,2023-01-06 08:47:30,A,Android
3826,registration,2023-01-06 14:20:16,A,Android
7182,click,2023-01-06 01:39:27,B,iOS
8077,view,2023-01-06 07:05:15,B,Android
2019,view,2023-01-06 04:59:28,A,iOS
9124,view,2023-01-06 21:38:15,A,Android
4521,purchase,2023-01-06 16:12:55,B,iOS
5358,click,2023-01-06 20:19:48,B,Android
4396,click,2023-01-06 19:08:52,B,Android
7262,view,2023-01-06 12:00:21,A,Android
8069,click,2023-01-06 07:59:48,B,iOS
8133,view,2023-01-06 03:39:50,B,Android
8413,click,2023-01-06 03:31:08,B,Android
7942,view,2023-01-06 09:36:04,B,iOS
3065,registration,2023-01-06 17:28:14,B,iOS
9006,purchase,2023-01-06 02:57:52,A,Android
6088,registration,2023-01-06 00:57:58,B,iOS
6989,view,2023-01-06 10:19:33,A,iOS
8083,registration,2023-01-06 03:56:26,B,Android
2664,click,2023-01-06 18:35:10,A,Android
7678,click,2023-01-06 22:24:23,B,iOS
1413,click,2023-01-06 08:01:03,A,iOS
9144,view,2023-01-06 22:17:32,B,Android
3579,click,2023-01-06 01:42:46,B,Android
5964,view,2023-01-06 22:12:54,A,iOS
6683,view,2023-01-06 22:12:54,A,Android
752,view,2023-01-06 08:55:09,B,Android
1826,purchase,2023-01-06 03:37:39,B,iOS
7461,view,2023-01-06 06:38:34,B,Android
5189,registration,2023-01-06 09:08:53,B,iOS
4122,purchase,2023-01-06 14:43:33,A,iOS
4850,view,2023-01-06 11:42:06,B,Android
9986,view,2023-01-06 23:19:10,A,iOS
7937,click,2023-01-06 23:43:08,A,iOS
5502,click,2023-01-06 19:11:43,B,Android
8221,view,2023-01-06 01:28:17,B,iOS
7975,purchase,2023-01-06 00:38:26,B,iOS
6449,click,2023-01-06 15:43:25,B,Android
4043,click,2023-01-06 16:20:54,A,iOS
7882,view,2023-01-06 09:34:59,A,Android
6368,registration,2023-01-06 21:35:07,A,Android
5415,purchase,2023-01-06 15:29:05,A,Android
6736,view,2023-01-06 11:09:44,B,iOS
8880,purchase,2023-01-06 13:58:48,A,Android
3502,click,2023-01-06 03:28:06,A,iOS
6960,view,2023-01-06 14:59:42,A,Android
6977,view,2023-01-06 09:08:06,A,Android
6636,registration,2023-01-06 17:57:01,B,iOS
2912,click,2023-01-06 20:41:42,A,Android
2528,registration,2023-01-06 13:04:02,A,iOS
6027,click,2023-01-06 10:58:22,A,Android
2054,click,2023-01-06 02:59:42,A,Android
6627,view,2023-01-06 16:55:56,B,Android
6528,purchase,2023-01-06 08:19:17,B,Android
8239,click,2023-01-06 19:38:24,A,Android
4855,purchase,2023-01-06 09:13:25,A,iOS
3331,click,2023-01-06 22:45:35,A,Android
5936,click,2023-01-06 00:12:46,B,Android
258,view,2023-01-06 00:17:00,A,Android
2075,purchase,2023-01-06 09:53:44,A,Android
308,click,2023-01-06 22:31:24,A,iOS
7149,registration,2023-01-06 23:08:04,A,Android
9397,purchase,2023-01-06 09:15:23,B,Android
4925,click,2023-01-06 02:07:02,A,iOS
9529,view,2023-01-06 07:44:19,B,Android
4466,click,2023-01-06 23:07:46,B,Android
9946,registration,2023-01-06 06:44:47,A,iOS
1802,purchase,2023-01-06 11:51:26,A,Android
8183,purchase,2023-01-06 13:54:41,A,iOS
2473,view,2023-01-06 21:42:50,A,iOS
6661,click,2023-01-06 09:00:07,B,iOS
9538,click,2023-01-06 02:40:12,B,Android
2061,view,2023-01-06 10:04:59,A,iOS
5519,purchase,2023-01-06 23:42:57,B,iOS
3944,registration,2023-01-06 18:19:20,A,iOS
7457,registration,2023-01-06 08:06:57,A,Android
542,click,2023-01-06 03:08:19,A,Android
2843,view,2023-01-06 01:54:38,A,Android
3343,view,2023-01-06 10:08:43,A,Android
5566,view,2023-01-06 15:06:46,B,iOS
8168,view,2023-01-06 05:02:25,B,Android
5013,click,2023-01-06 00:50:43,A,iOS
9943,registration,2023-01-06 07:00:50,A,Android
3290,registration,2023-01-06 18:38:15,B,iOS
1918,view,2023-01-06 18:01:28,B,iOS
3435,click,2023-01-06 01:27:09,A,iOS
4947,registration,2023-01-06 05:01:30,B,Android
7209,click,2023-01-06 05:40:37,B,iOS
8550,purchase,2023-01-06 18:34:03,A,Android
6277,view,2023-01-06 07:33:36,B,Android
804,view,2023-01-06 07:43:45,A,Android
945,purchase,2023-01-06 19:42:58,A,iOS
7311,click,2023-01-06 05:08:40,A,iOS
5220,view,2023-01-06 14:01:11,B,Android
571,view,2023-01-06 23:15:05,B,Android
9669,click,2023-01-06 10:38:26,A,Android
1461,registration,2023-01-06 12:06:16,A,Android
6192,view,2023-01-06 23:51:49,B,iOS
3189,click,2023-01-06 12:49:41,A,Android
2283,click,2023-01-06 21:04:40,A,Android
4088,click,2023-01-06 10:16:00,A,iOS
8155,view,2023-01-06 00:16:39,A,iOS
204,view,2023-01-06 15:25:09,B,Android
4688,view,2023-01-06 23:57:16,B,Android
8067,registration,2023-01-06 05:39:57,A,iOS
8040,view,2023-01-06 16:25:19,A,iOS
8816,purchase,2023-01-06 10:52:41,B,iOS
8567,view,2023-01-06 11:12:13,B,iOS
5750,registration,2023-01-06 23:06:47,B,Android
1085,view,2023-01-06 08:20:50,A,iOS
1402,purchase,2023-01-06 15:36:54,B,iOS
990,registration,2023-01-06 16:02:44,A,iOS
2398,view,2023-01-06 19:08:51,A,iOS
2390,view,2023-01-06 22:12:29,A,Android
5449,click,2023-01-06 13:53:59,A,iOS
3939,view,2023-01-06 04:08:01,B,iOS
6240,click,2023-01-06 03:55:48,A,iOS
8266,click,2023-01-06 03:23:21,B,iOS
2058,view,2023-01-06 06:13:22,A,Android
8822,registration,2023-01-06 09:40:33,B,iOS
3735,click,2023-01-06 14:32:27,B,iOS
1360,click,2023-01-06 20:00:31,A,iOS
3453,click,2023-01-06 08:13:34,A,Android
5952,registration,2023-01-06 10:20:45,A,Android
6667,view,2023-01-06 03:11:10,A,iOS
2970,purchase,2023-01-06 21:33:46,B,Android
4585,view,2023-01-06 17:52:38,B,Android
5301,registration,2023-01-06 03:52:30,B,iOS
7859,registration,2023-01-06 02:45:34,A,iOS
5805,click,2023-01-06 05:46:58,A,Android
7074,click,2023-01-06 14:10:58,B,Android
5351,click,2023-01-06 13:56:23,A,Android
258,registration,2023-01-06 20:38:35,A,Android
6138,purchase,2023-01-06 00:04:33,A,Android
6565,registration,2023-01-06 17:21:48,B,Android
3545,click,2023-01-06 03:16:43,A,Android
699,click,2023-01-06 04:00:53,A,Android
7154,registration,2023-01-06 23:51:56,A,iOS
2477,click,2023-01-06 12:18:46,B,Android
8200,purchase,2023-01-06 21:41:19,A,iOS
8409,purchase,2023-01-06 12:33:00,A,Android
699,registration,2023-01-06 04:21:01,A,Android
9706,purchase,2023-01-06 05:04:59,A,Android
9331,registration,2023-01-06 12:00:58,A,iOS
6209,view,2023-01-06 01:21:58,A,Android
886,click,2023-01-06 22:06:18,B,iOS
2493,registration,2023-01-06 02:18:31,A,Android
7644,purchase,2023-01-06 11:40:05,B,iOS
5395,click,2023-01-06 16:19:21,B,iOS
6471,click,2023-01-06 05:52:15,A,Android
3475,purchase,2023-01-06 06:09:03,B,iOS
2701,click,2023-01-06 12:04:39,A,Android
7298,click,2023-01-06 11:30:18,A,Android
1361,purchase,2023-01-06 22:23:27,B,Android
3064,view,2023-01-06 17:18:35,B,Android
3425,view,2023-01-06 04:39:36,A,iOS
9840,registration,2023-01-06 20:59:26,B,iOS
3772,view,2023-01-06 22:45:37,B,Android
4266,click,2023-01-06 00:39:22,B,iOS
1821,view,2023-01-06 12:49:48,B,Android
7704,view,2023-01-06 18:11:37,A,Android
8901,view,2023-01-06 11:36:22,B,Android
7322,view,2023-01-06 16:02:30,B,Android
1951,click,2023-01-06 13:32:50,B,iOS
4429,registration,2023-01-06 15:39:28,B,Android
8414,purchase,2023-01-06 00:39:47,A,Android
5139,click,2023-01-06 08:30:12,B,iOS
3524,click,2023-01-06 18:38:41,A,Android
3149,click,2023-01-06 07:00:07,A,Android
3449,click,2023-01-06 12:29:30,A,iOS
6822,registration,2023-01-06 18:51:27,A,Android
8720,click,2023-01-06 16:42:39,B,Android
5369,registration,2023-01-06 21:44:03,B,iOS
4971,click,2023-01-06 19:42:08,A,Android
3996,click,2023-01-06 14:49:44,A,iOS
2063,click,2023-01-06 13:49:07,A,iOS
8918,purchase,2023-01-06 18:45:13,B,Android
1976,click,2023-01-06 05:01:42,B,iOS
6931,view,2023-01-06 02:35:38,B,Android
611,click,2023-01-06 17:12:49,A,Android
6284,click,2023-01-06 02:00:34,B,iOS
4358,registration,2023-01-06 17:18:31,A,Android
3128,view,2023-01-06 08:52:49,B,Android
429,purchase,2023-01-06 21:14:17,B,Android
2362,view,2023-01-06 11:06:44,B,iOS
8797,click,2023-01-06 21:18:54,A,Android
4856,click,2023-01-06 04:43:07,A,iOS
1034,click,2023-01-06 11:34:20,A,iOS
4510,click,2023-01-06 20:10:16,A,iOS
3171,registration,2023-01-06 16:43:00,B,iOS
6890,click,2023-01-06 07:36:35,A,iOS
9676,click,2023-01-06 16:35:38,A,iOS
1370,click,2023-01-06 22:42:38,A,iOS
5561,purchase,2023-01-06 22:39:55,A,iOS
3654,view,2023-01-06 07:06:54,A,iOS
8593,click,2023-01-06 17:00:46,B,Android
1247,click,2023-01-06 04:41:48,B,iOS
5309,view,2023-01-06 22:14:07,A,Android
9067,registration,2023-01-06 06:38:22,B,iOS
955,view,2023-01-06 12:29:17,A,Android
6688,click,2023-01-06 21:06:26,B,iOS
9636,click,2023-01-06 18:33:39,B,iOS
2552,click,2023-01-06 00:33:21,A,Android
8790,click,2023-01-06 15:01:00,B,Android
9145,click,2023-01-06 15:45:16,B,iOS
9050,view,2023-01-06 08:22:10,A,iOS
1034,registration,2023-01-06 02:54:10,A,iOS
7753,view,2023-01-06 14:46:00,A,Android
7608,view,2023-01-06 15:27:20,B,iOS
3167,click,2023-01-06 11:12:29,B,iOS
9444,view,2023-01-06 14:38:49,A,Android
6544,click,2023-01-06 00:16:41,B,iOS
4699,registration,2023-01-06 02:28:30,A,Android
156,registration,2023-01-06 01:35:56,A,iOS
3934,click,2023-01-07 17:54:51,B,Android
305,purchase,2023-01-07 04:12:46,A,iOS
5739,view,2023-01-07 11:45:14,A,iOS
7990,click,2023-01-07 20:19:04,B,iOS
1931,click,2023-01-07 08:51:41,A,Android
4608,view,2023-01-07 22:36:46,A,Android
7958,click,2023-01-07 14:54:31,B,Android
2288,registration,2023-01-07 17:39:12,A,Android
8580,registration,2023-01-07 15:41:12,B,Android
883,registration,2023-01-07 06:32:42,A,iOS
1626,registration,2023-01-07 11:53:40,B,Android
496,view,2023-01-07 22:26:37,B,iOS
2550,registration,2023-01-07 11:48:09,A,iOS
1337,registration,2023-01-07 20:35:04,B,iOS
3643,registration,2023-01-07 07:00:41,B,Android
6662,click,2023-01-07 19:35:47,A,Android
348,click,2023-01-07 13:31:21,A,iOS
5927,view,2023-01-07 00:28:04,A,iOS
5335,click,2023-01-07 12:23:01,B,iOS
7287,registration,2023-01-07 10:09:20,B,Android
3021,purchase,2023-01-07 07:38:30,B,iOS
4412,view,2023-01-07 06:14:56,A,Android
2,purchase,2023-01-07 23:47:28,B,iOS
6772,click,2023-01-07 01:24:23,B,Android
5599,view,2023-01-07 18:02:56,B,Android
4993,view,2023-01-07 11:22:25,A,Android
5502,click,2023-01-07 10:52:32,B,Android
5339,view,2023-01-07 09:11:16,A,Android
8303,click,2023-01-07 14:24:56,B,iOS
4507,view,2023-01-07 01:33:52,A,iOS
2146,purchase,2023-01-07 00:57:22,B,Android
7055,click,2023-01-07 03:46:39,B,iOS
6108,click,2023-01-07 08:47:26,A,iOS
6869,click,2023-01-07 17:52:52,B,Android
9921,purchase,2023-01-07 08:50:42,B,iOS
6489,click,2023-01-07 22:11:21,B,iOS
9593,view,2023-01-07 10:05:00,B,iOS
984,view,2023-01-07 11:55:02,B,iOS
9922,purchase,2023-01-07 17:01:43,B,Android
2735,view,2023-01-07 01:18:36,B,iOS
9094,view,2023-01-07 22:26:21,A,iOS
838,view,2023-01-07 00:19:51,A,Android
4540,registration,2023-01-07 13:17:01,A,Android
4279,registration,2023-01-07 13:26:14,A,iOS
1007,click,2023-01-07 22:19:04,A,iOS
6562,view,2023-01-07 04:17:56,B,iOS
7366,registration,2023-01-07 09:51:44,B,Android
563,click,2023-01-07 11:53:06,A,Android
4558,view,2023-01-07 20:12:55,A,Android
7368,registration,2023-01-07 09:16:29,B,iOS
1255,click,2023-01-07 04:24:12,B,Android
5684,view,2023-01-07 06:19:33,A,Android
2541,click,2023-01-07 07:58:40,A,iOS
7287,view,2023-01-07 05:38:57,B,Android
6143,click,2023-01-07 01:25:41,A,Android
2507,registration,2023-01-07 21:08:10,A,iOS
6131,view,2023-01-07 13:40:30,A,iOS
4069,click,2023-01-07 16:49:21,A,Android
442,purchase,2023-01-07 02:41:42,B,iOS
6277,view,2023-01-07 21:31:59,B,Android
3139,click,2023-01-07 09:17:15,A,iOS
1832,registration,2023-01-07 19:08:41,B,iOS
238,view,2023-01-07 19:44:32,B,Android
9273,view,2023-01-07 09:39:28,B,iOS
5405,registration,2023-01-07 22:27:48,A,Android
6384,click,2023-01-07 13:23:39,B,Android
2079,view,2023-01-07 11:03:26,B,iOS
3318,view,2023-01-07 12:08:06,A,Android
7811,click,2023-01-07 18:55:31,A,Android
5866,registration,2023-01-07 19:17:13,A,iOS
2512,view,2023-01-07 05:26:21,B,iOS
6249,purchase,2023-01-07 02:40:04,B,iOS
3529,click,2023-01-07 18:17:39,A,Android
7551,registration,2023-01-07 14:06:26,B,iOS
4849,view,2023-01-07 22:36:52,B,iOS
6614,view,2023-01-07 11:19:33,B,Android
1951,view,2023-01-07 23:10:21,B,iOS
3895,click,2023-01-07 07:02:47,B,Android
4382,click,2023-01-07 15:46:12,A,iOS
7306,view,2023-01-07 19:17:52,A,Android
3935,click,2023-01-07 03:41:08,B,Android
5424,view,2023-01-07 07:27:59,A,iOS
7031,click,2023-01-07 00:06:01,A,iOS
6874,click,2023-01-07 18:55:17,A,Android
1199,purchase,2023-01-07 22:14:13,B,iOS
9229,view,2023-01-07 00:10:04,A,iOS
4693,click,2023-01-07 14:25:54,B,Android
9392,view,2023-01-07 09:02:10,B,iOS
5904,registration,2023-01-07 00:21:22,A,Android
656,purchase,2023-01-07 18:42:51,B,Android
4347,view,2023-01-07 13:11:59,B,Android
8306,click,2023-01-07 23:12:14,A,iOS
6026,purchase,2023-01-07 19:23:19,B,Android
9112,click,2023-01-07 03:44:44,B,iOS
3655,view,2023-01-07 16:36:52,A,Android
3405,view,2023-01-07 23:41:07,A,iOS
1295,click,2023-01-07 20:26:19,B,iOS
9896,view,2023-01-07 01:38:47,B,Android
4866,purchase,2023-01-07 14:19:45,A,iOS
996,click,2023-01-07 02:58:42,B,iOS
8907,view,2023-01-07 13:32:07,A,iOS
6760,registration,2023-01-07 16:27:00,B,iOS
3222,view,2023-01-07 21:32:50,B,iOS
7059,view,2023-01-07 23:28:02,A,iOS
4472,view,2023-01-07 20:41:07,B,iOS
5628,registration,2023-01-07 22:36:30,B,Android
7090,purchase,2023-01-07 21:25:12,B,Android
9703,purchase,2023-01-07 23:12:44,B,Android
432,purchase,2023-01-07 20:49:14,B,iOS
2121,click,2023-01-07 05:27:40,B,iOS
1082,click,2023-01-07 14:41:37,A,Android
423,registration,2023-01-07 22:01:57,A,iOS
7946,registration,2023-01-07 21:57:10,A,Android
604,click,2023-01-07 18:30:43,A,Android
5076,registration,2023-01-07 13:10:19,B,Android
6613,click,2023-01-07 12:38:41,B,Android
8958,click,2023-01-07 10:47:20,B,iOS
3652,click,2023-01-07 20:59:30,B,Android
1649,click,2023-01-07 09:04:58,A,iOS
8801,view,2023-01-07 08:31:39,A,iOS
5134,view,2023-01-07 23:44:03,A,Android
8989,purchase,2023-01-07 17:14:08,A,iOS
5078,click,2023-01-07 12:15:25,B,iOS
8420,view,2023-01-07 14:19:29,A,iOS
3839,view,2023-01-07 09:22:24,A,iOS
6235,registration,2023-01-07 19:12:33,A,Android
4344,view,2023-01-07 02:09:53,B,Android
4242,view,2023-01-07 06:40:52,B,Android
7534,purchase,2023-01-07 14:52:02,A,Android
6818,click,2023-01-07 00:11:33,A,Android
733,click,2023-01-07 22:23:09,A,Android
5106,click,2023-01-07 06:58:55,A,iOS
5682,view,2023-01-07 20:15:26,B,Android
1719,view,2023-01-07 17:38:38,A,iOS
6147,view,2023-01-07 14:34:19,B,iOS
3644,click,2023-01-07 05:54:15,B,Android
8165,click,2023-01-07 22:01:30,B,iOS
8479,click,2023-01-07 10:37:09,B,Android
3377,purchase,2023-01-07 21:58:29,B,iOS
982,registration,2023-01-07 19:54:27,A,Android
3343,click,2023-01-07 17:48:59,A,Android
5460,view,2023-01-07 10:19:09,A,iOS
2693,registration,2023-01-07 20:38:57,B,iOS
6742,view,2023-01-07 10:13:33,A,Android
3939,view,2023-01-07 03:17:51,B,iOS
794,registration,2023-01-07 17:18:56,B,iOS
2627,registration,2023-01-07 17:56:36,A,iOS
5400,view,2023-01-07 06:43:17,B,iOS
7529,view,2023-01-07 02:02:02,B,Android
2147,click,2023-01-07 02:58:27,B,iOS
3468,click,2023-01-07 02:31:02,B,iOS
9525,registration,2023-01-07 06:09:05,B,iOS
7351,purchase,2023-01-07 07:15:07,B,iOS
393,click,2023-01-07 11:22:42,A,Android
5547,view,2023-01-07 20:39:53,A,Android
5299,click,2023-01-07 08:29:55,B,Android
8937,click,2023-01-07 01:40:07,A,Android
7287,click,2023-01-07 12:09:02,B,Android
6960,view,2023-01-07 01:34:57,A,Android
1419,view,2023-01-07 19:57:03,A,Android
5123,view,2023-01-07 23:38:56,A,Android
1536,click,2023-01-07 07:43:56,A,Android
7821,click,2023-01-07 00:20:42,A,iOS
8957,view,2023-01-07 06:22:30,B,iOS
8932,purchase,2023-01-07 11:04:25,A,Android
3323,purchase,2023-01-07 20:15:10,B,iOS
8194,click,2023-01-07 20:32:12,A,iOS
184,click,2023-01-07 02:23:16,A,Android
8130,click,2023-01-07 13:25:40,A,Android
6859,registration,2023-01-07 23:30:00,B,Android
7526,purchase,2023-01-07 11:54:24,B,iOS
653,registration,2023-01-07 07:54:30,B,iOS
2775,view,2023-01-07 13:06:24,B,Android
7118,registration,2023-01-07 08:55:35,A,Android
4896,click,2023-01-07 15:42:08,B,Android
6340,click,2023-01-07 06:50:59,A,Android
4446,view,2023-01-07 22:34:00,A,iOS
9168,click,2023-01-07 08:13:58,A,iOS
6139,view,2023-01-07 21:39:41,A,iOS
2123,click,2023-01-07 09:40:44,B,Android
5826,click,2023-01-07 12:56:20,B,iOS
8252,registration,2023-01-07 14:53:16,B,Android
